,AcresBurned,ArchiveYear,CalFireIncident,Counties,Extinguished,Location,MajorIncident,Started
191,1548.0,2014,True,San Diego,2014-05-17T20:14:00Z,"off Nighthawk Lane, southwest of Rancho Bernardo",True,2014-05-13T11:00:00Z
192,1469.0,2014,True,Modoc,2014-07-07T07:00:00Z,"Off highway 139, 15 miles north of Canby - The fire is burning on the east side of Hwy 139",True,2014-07-03T15:46:00Z
193,1457.0,2014,False,San Diego,2014-05-20T23:30:00Z,in the Talega area of Marine Corps Base Camp Pendleton,False,2014-05-16T11:24:00Z
194,1375.0,2014,True,Shasta,2014-09-16T09:30:00Z,"On Backbone Ridge, east of Bella Vista, 15 miles northeast of Redding",True,2014-09-10T00:30:00Z
195,1080.0,2014,False,Mariposa,2014-08-20T19:00:00Z,near the Yosemite Creek Campground.,False,2014-07-17T01:00:00Z
196,968.0,2014,False,Orange,2014-09-22T15:00:00Z,off of Silverado Canyon Road south of Corona,False,2014-09-12T10:30:00Z
197,865.0,2014,False,Tehama,2014-01-10T18:30:00Z,"Ishi Wilderness, north of Campbellville in the Lassen National Forest",False,2014-01-02T20:00:00Z
198,677.0,2014,True,Mariposa,2014-06-02T18:30:00Z,"Hunters Valley area, near the southeast shore of Lake McClure",True,2014-05-26T15:33:00Z
199,632.0,2014,True,Santa Barbara,2014-05-19T09:20:00Z,Off Santa Miguelito Canyon Road in Lompoc,True,2014-05-13T14:00:00Z
200,612.0,2014,True,Madera,2014-08-25T08:25:00Z,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",True,2014-08-18T13:50:00Z
201,600.0,2014,False,San Diego,2014-05-17T00:00:00Z,off Poinsettia Ln & Alicante Rd in Carlsbad,False,2014-05-14T10:30:00Z
202,580.0,2014,True,Trinity,2014-08-28T19:00:00Z,"off Hwy 299 at Oregon Mountain Summit, near Weaverville",True,2014-08-24T16:36:00Z
203,516.0,2014,True,Siskiyou,2014-10-11T18:50:00Z,City of Weed,True,2014-09-15T13:38:00Z
204,487.0,2014,True,Tuolumne,2014-06-05T20:00:00Z,"near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir",False,2014-06-04T11:45:00Z
205,459.0,2014,True,Placer,2014-10-15T07:50:00Z,on the eastside of Interstate 80 in the Applegate area,True,2014-10-08T13:33:00Z
206,403.0,2014,True,Mendocino,2014-09-17T16:10:00Z,"Black Bart Trail, North of Lake Mendocino",True,2014-09-13T15:48:00Z
207,400.0,2014,True,Monterey,2014-03-21T18:00:00Z,"Off Encinal Rd, 8 miles southeast of Salinas",True,2014-03-19T16:45:00Z
208,389.0,2014,True,Butte,2014-08-01T17:30:00Z,Web Hollow & Big Chico Creek near Forest Ranch,True,2014-07-28T13:11:00Z
209,380.0,2014,True,San Diego,2014-05-15T18:30:00Z,off Old Hwy 395 and I-15 in the Deer Springs area ,True,2014-05-14T13:00:00Z
210,350.0,2014,True,Riverside,2014-03-16T08:30:00Z,off Ave 66 and Pierce St in Thermal,False,2014-03-15T16:37:00Z
211,333.0,2014,True,Humboldt,2014-01-08T19:15:00Z,"South of Berry Summit, west of Willow Creek",False,2014-01-04T12:00:00Z
212,320.0,2014,True,Madera,2014-09-22T07:15:00Z,"Courtney Lane and 7 Hills Rd, Oakhurst",True,2014-09-14T13:36:00Z
213,311.0,2014,False,Mariposa,2014-10-12T18:00:00Z,"Hwy 140 at Indian Creek, El Portal Community",False,2014-10-07T15:05:00Z
214,300.0,2014,True,Mariposa,2014-09-12T09:00:00Z,"Highway 49 at Harris Road, 10 miles east of Mariposa",True,2014-09-05T12:39:00Z
215,300.0,2014,True,Merced,2014-07-25T09:15:00Z,"Gun Club Rd. at the Santa Fe Canal, Gustine",False,2014-07-24T12:06:00Z
216,274.0,2014,False,Los Angeles,2014-12-12T13:30:00Z,"18 miles north of Glendora, off Highway 39 and mile marker 28.",False,2014-08-17T14:30:00Z
217,269.0,2014,True,Tuolumne,2014-06-06T09:30:00Z,"off La Grange Rd (J59) at Hetch Hetchy power lines, northwest shore of Don Pedro Reservoir",False,2014-06-05T13:04:00Z
218,247.0,2014,True,Nevada,2014-09-18T18:45:00Z,Off Dog Bar Rd & Taylor Crossing Rd near Alta Sierra,True,2014-09-13T14:07:00Z
219,225.0,2014,True,Tehama,2014-06-13T13:50:00Z,"Rancho Tehama, southwest of Red Bluff",False,2014-06-13T12:23:00Z
220,217.0,2014,True,San Diego,2014-07-06T09:15:00Z,"Banner Grade, east of Julian",True,2014-07-03T10:43:00Z
221,210.0,2014,False,Humboldt,2014-09-15T11:00:00Z,1 mile northwest of Hoopa,False,2014-09-12T15:00:00Z
222,190.0,2014,False,Los Angeles,2014-12-12T14:00:00Z,"upper end of East Fork San Gabriel River, North of Glendora",False,2014-08-14T12:48:00Z
223,175.0,2014,True,Lake,2014-05-26T08:45:00Z,"Near Indian Valley Reservoir, East of Clearlake Oaks",False,2014-05-25T12:20:00Z
224,143.0,2014,True,Shasta,2014-07-10T07:30:00Z,"off Hwy 299 & Dry Creek Rd, east of Bella Vista",False,2014-07-09T13:45:00Z
225,130.0,2014,True,Mariposa,2014-06-13T18:30:00Z,"Highway 49 and Haigh Rd., north of Coulterville",True,2014-06-10T15:11:00Z
226,125.0,2014,True,Santa Clara,2014-07-01T08:30:00Z,Off Curie Drive south of San Jose,False,2014-06-30T14:10:00Z
227,125.0,2014,False,San Diego,2014-03-11T11:00:00Z,"Off Interstate 8 & Sunrise Hwy, near Pine Valley",False,2014-03-08T12:30:00Z
228,120.0,2014,True,Calaveras,2014-06-21T19:00:00Z,"off George Reed Drive and Pool Station Road, San Andreas",False,2014-06-20T15:27:00Z
229,120.0,2014,True,Placer,2014-01-22T16:35:00Z,"off South Brewer Road, west of Roseville",False,2014-01-22T13:10:00Z
230,113.0,2014,True,Inyo,2014-04-21T19:15:00Z,"off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop",True,2014-04-19T15:54:00Z
231,106.0,2014,True,Fresno,2014-01-26T18:00:00Z,off Trimmer Springs Rd & Sunnyslope Rd near Pine Flat Lake ,False,2014-01-25T06:37:00Z
232,105.0,2014,False,San Diego,2014-05-19T09:20:00Z,"North River Road and College Blvd., Oceanside",False,2014-05-14T12:12:00Z
233,101.0,2014,True,Modoc,2014-08-13T06:15:00Z,"Northeast of Mud Springs, 9 miles South of Tionesta",False,2014-08-12T15:00:00Z
234,100.0,2014,True,Lake,2014-09-05T18:30:00Z,"off Hwy 20 & Saratoga Road, west of Upper Lake",False,2014-09-03T16:03:00Z
235,100.0,2014,True,Riverside,2014-09-01T22:00:00Z,I-15 at Temescal Canyon Rd in Alberhill,False,2014-09-01T14:03:00Z
236,94.0,2014,False,El Dorado,2014-09-17T18:45:00Z,Mokelumne Wilderness,False,2014-09-14T09:15:00Z
237,90.0,2014,True,Mariposa,2014-06-08T19:45:00Z,off Hunters Valley Road near the southeast shore of Lake McClure. ,True,2014-06-06T17:29:00Z
238,85.0,2014,True,Calaveras,2014-06-24T19:00:00Z,"Oak Valley Road at Pool Station Road, south of San Andreas",True,2014-06-22T12:37:00Z
239,84.0,2014,True,Nevada,2014-08-19T16:45:00Z,"off Interstate 80 at Hirschdale, east of Truckee ",False,2014-08-18T10:00:00Z
240,80.0,2014,True,Santa Clara,2014-08-31T08:15:00Z,"Hwy 152 at Casa De Fruta, 10 miles east of Gilroy",False,2014-08-28T15:10:00Z
241,80.0,2014,True,Contra Costa,2014-07-12T18:00:00Z,"off Marsh Creek Rd., near Aspara Drive, east of Clayton",True,2014-07-11T21:57:00Z
242,79.0,2014,False,Mariposa,2014-09-09T19:45:00Z,"Near Ponderosa Way & Tuolumne River Rd, south of Coulterville ",False,2014-09-07T16:46:00Z
243,78.0,2014,True,Riverside,2014-07-24T09:00:00Z,Sabina Road and Ballinger Road in the community of Aguanga,False,2014-07-23T10:47:00Z
244,75.0,2014,True,Shasta,2014-07-08T18:30:00Z,"Off Cassel Road at Thrush Road, in Cassel",True,2014-07-05T18:44:00Z
245,75.0,2014,True,Monterey,2014-05-01T19:00:00Z,"San Lucas & Jolon Rd, west of King City ",False,2014-04-30T14:25:00Z
246,72.0,2014,True,Butte,2014-07-16T08:00:00Z,"Wildlife Area - Larkin Road, west of Oroville<br><br>Road Closures: None, the Wildlife area north of the Afterbay Outlet is closed to the public.",False,2014-07-14T18:00:00Z
247,70.0,2014,True,Tuolumne,2014-09-05T09:15:00Z,Hwy 49 & Jacksonville Rd near the community of Moccasin,False,2014-09-04T11:51:00Z
248,70.0,2014,False,Kern,2014-07-06T08:30:00Z,Southwest of Greenhorn Summit,False,2014-07-01T18:15:00Z
249,70.0,2014,True,Solano,2014-06-13T08:00:00Z,"off Rolling Hills Lane, north of Vacaville ",False,2014-06-12T14:29:00Z
250,65.0,2014,False,Inyo,2014-09-21T09:00:00Z,at the base of June Mountain,False,2014-09-16T19:07:00Z
251,62.0,2014,True,Mendocino,2014-09-22T16:30:00Z,"off Nelson Ranch Rd, 9 mile south of Ukiah",True,2014-09-21T16:13:00Z
252,60.0,2014,True,Butte,2014-01-02T07:30:00Z,off Palermo Honcut Highway and Ahart Road near the community of Honcut,False,2014-01-01T10:46:00Z
253,57.0,2014,True,Riverside,2014-03-29T17:15:00Z,Off Ave 62 and Van Buren St in Thermal,False,2014-03-28T14:31:00Z
254,56.0,2014,True,San Diego,2014-05-20T11:30:00Z,"Naval Weapons Station, Fallbrook",False,2014-05-14T17:43:00Z
255,50.0,2014,True,Shasta,2014-05-15T11:30:00Z,Off Perla Rd & Fiddlers Rd in Igo,False,2014-05-14T14:00:00Z
256,48.0,2014,True,San Bernardino,2014-10-17T18:15:00Z,in Chino Hills State Park near the Bane Canyon entrance,False,2014-10-16T14:34:00Z
257,47.0,2014,True,San Luis Obispo,2014-07-08T18:30:00Z,along Interlake Road between Monterey & San Luis Obispo County,False,2014-07-07T16:12:00Z
258,40.0,2014,True,Fresno,2014-06-11T07:30:00Z,"near the 16,000 block of Highway 168 near Prather",True,2014-06-09T15:15:00Z
259,38.0,2014,True,Nevada,2014-07-08T06:56:00Z,on Hutto Rd & Keller Rd in Smartsville,False,2014-07-07T16:35:00Z
260,37.0,2014,True,Humboldt,2014-08-02T08:00:00Z,on Hwy 36 at McClellan Mountain Rd in Dinsmore,False,2014-08-01T15:47:00Z
261,37.0,2014,True,Stanislaus,2014-05-29T08:45:00Z,Hwy 132 and Lake Rd near LaGrange,False,2014-05-27T11:23:00Z
262,31.0,2014,True,Riverside,2014-06-07T19:00:00Z,in Bogart Park in Cherry Valley,True,2014-06-06T17:32:00Z
263,30.0,2014,True,Siskiyou,2014-08-02T11:00:00Z,Throughout Siskiyou County,True,2014-07-29T13:00:00Z
264,30.0,2014,True,El Dorado,2014-07-09T16:45:00Z,"off Mt Aukum Rd, Somerset ",False,2014-07-09T14:34:00Z
265,29.0,2014,True,San Diego,2014-05-06T10:20:00Z,"Off Interstate 8, east of McCain Valley Rd, east of Boulevard",False,2014-05-05T16:36:00Z
266,27.0,2014,True,Napa,2014-09-15T14:20:00Z,"Berryessa Estates, North of Lake Berryessa",False,2014-09-11T15:14:00Z
267,25.0,2014,True,Ventura,2014-09-30T15:00:00Z,off Foothill Rd near Ventura ,False,2014-09-29T19:35:00Z
268,25.0,2014,True,Shasta,2014-08-29T13:15:00Z,"Hyrax Road at Dersch Road, east of Redding",False,2014-08-29T12:21:00Z
269,25.0,2014,True,Fresno,2014-06-09T19:15:00Z,near Hwy 180 & Hall Lane near Squaw Valley,False,2014-06-11T07:30:00Z
270,20.0,2014,False,El Dorado,2014-09-25T07:27:00Z,"Desolation Wilderness, 8 miles west of South Lake Tahoe",False,2014-09-25T18:00:00Z
271,20.0,2014,True,San Diego,2014-08-17T07:45:00Z,on Kuebler Ranch near Otay Mountain,False,2014-08-16T16:22:00Z
272,18.0,2014,True,Humboldt,2014-01-04T18:30:00Z,near the community of Bridgeville,False,2014-01-03T10:30:00Z
273,15.0,2014,False,Trinity,2014-07-03T10:45:00Z,near the Trinity Pines community,False,2014-07-01T03:45:00Z
274,14.0,2014,True,Placer,2014-07-22T18:00:00Z,Iowa Hill Road south of Colfax,False,2014-07-21T14:49:00Z
275,14.0,2014,True,Riverside,2014-06-04T16:30:00Z,off Santa Rosa & Rancho California Road in Temecula ,False,2014-06-04T15:18:00Z
276,10.0,2014,True,Madera,2014-12-12T13:45:00Z,Malum Ridge Road near Bass Lake,False,2014-08-26T16:23:00Z
277,6.0,2014,True,Napa,2014-08-31T18:00:00Z,City and County of Napa,False,2014-08-24T03:20:00Z
278,0.0,2014,False,Siskiyou,2014-08-14T09:30:00Z,in the Happy Camp area,False,2014-08-11T22:00:00Z
279,151623.0,2015,False,Fresno,2015-11-09T12:00:00Z,5 miles North of Hume Lake and 2.5 miles to the southwest of Spanish Mountain 5,False,2015-07-31T19:00:00Z
280,77081.0,2015,False,Trinity,2015-07-31T20:25:00Z,"Near the communities of Dailey Ranch, Hoboken, Denny and Trinity Village.",False,2015-07-30T22:30:00Z
281,69438.0,2015,True,Lake,2015-08-14T18:15:00Z,"near Morgan Valley Road and Rocky Creek Road, east of Clear Lake",True,2015-07-29T15:29:00Z
282,36503.0,2015,False,Trinity,2015-08-24T10:00:00Z,"Near the communities of Hayfork, Hyampom, and Harrison Gulch,",False,2015-07-30T21:30:00Z
283,31359.0,2015,True,San Bernardino,2015-08-01T22:15:00Z,"Off Hwy 38, south of Big Bear Lake",False,2015-06-17T15:52:00Z
284,30361.0,2015,False,Del Norte,2015-08-04T09:00:00Z,Gasquet area,False,2015-07-31T21:00:00Z
285,29416.0,2015,False,Trinity,2015-08-03T14:00:00Z,Hyampom area,False,2015-07-30T16:00:00Z
286,25118.0,2015,True,Lake,2015-08-25T06:45:00Z,"Jerusalem Valley area, northeast of Middletown",True,2015-08-09T15:34:00Z
287,25118.0,2015,True,Napa,2015-08-25T06:45:00Z,"Jerusalem Valley area, northeast of Middletown",True,2015-08-09T15:34:00Z
288,10570.0,2015,False,Lassen,2015-08-04T10:37:00Z,17 miles northeast of Ravendale,False,2015-08-03T14:15:00Z
289,7509.0,2015,False,Del Norte,2015-11-09T12:00:00Z,near Orleans,False,2015-08-01T23:23:00Z
290,7000.0,2015,True,Inyo,2015-02-12T07:35:00Z,Westside of Highway 395 at the Sherwin Grade,True,2015-02-06T14:07:00Z
291,7000.0,2015,True,Mono,2015-02-12T07:35:00Z,Westside of Highway 395 at the Sherwin Grade,True,2015-02-06T14:07:00Z
292,6980.0,2015,False,Tulare,2015-09-05T18:00:00Z,"Golden Trout Wilderness, Sequoia National Forest",False,2015-07-19T08:00:00Z
293,5702.0,2015,True,Madera,2015-08-13T10:30:00Z,"off of Willow Canyon Drive and Road 274, southeast of Bass Lake",False,2015-07-25T14:30:00Z
294,4883.0,2015,True,Humboldt,2015-08-19T19:15:00Z,"Alder Point-Blocksburg, Southeastern Humboldt County",True,2015-07-30T16:02:00Z
295,4863.0,2015,False,Modoc,2015-07-31T20:00:00Z,SW of Lava Campground,False,2015-07-30T17:45:00Z
296,4250.0,2015,True,San Bernardino,2015-07-21T07:00:00Z,"off Interstate 15, south of Oaks Hills, in the Cajon Pass area",True,2015-07-17T14:33:00Z
297,3676.0,2015,False,Mono,2015-08-23T17:45:00Z,north of Walker Lake & north of June Lake Loop,False,2015-08-14T21:31:00Z
298,2700.0,2015,True,Alameda,2015-08-22T18:30:00Z,"off Tesla Rd near Correl Hollow, between Livermore and Tracy",True,2015-08-19T14:45:00Z
299,2446.0,2015,True,San Luis Obispo,2015-08-28T18:15:00Z,"Off Highway 101 in the Cuesta Grade, north of San Luis Obispo",True,2015-08-16T18:13:00Z
300,2304.0,2015,True,Nevada,2015-08-12T19:15:00Z,In the Steep Hollow drainage west of Alta,True,2015-07-25T14:37:00Z
301,1850.0,2015,False,San Diego,2015-08-18T19:00:00Z,Camp Pendleton,False,2015-08-13T13:03:00Z
302,1791.0,2015,True,San Luis Obispo,2015-06-24T18:30:00Z,"Park Hill Rd & Las Pilitas Rd, east of Santa Margarita",True,2015-06-20T14:41:00Z
303,1542.0,2015,False,Trinity,2015-06-29T09:00:00Z,4 miles northwest of Hyampom,False,2015-06-10T15:00:00Z
304,1450.0,2015,True,Merced,2015-08-01T19:00:00Z,"off Hwy 152 & San Luis Creek, west of Santa Nella ",False,2015-07-31T21:37:00Z
305,1333.0,2015,True,Merced,2015-07-21T07:15:00Z,"off McCabe Rd and I-5, north of San Luis Reservoir",True,2015-07-18T22:27:00Z
306,1086.0,2015,True,Monterey,2015-09-27T18:15:00Z,Tassajara Rd at Carmel Valley Rd,True,2015-09-19T15:00:00Z
307,1049.0,2015,True,Riverside,2015-04-24T07:30:00Z,at Hwy 71/Hwy 91 near the Prado Basin,True,2015-04-18T18:12:00Z
308,1042.0,2015,True,Butte,2015-09-17T19:30:00Z,"off Lumpkin Road and Forbestown Road, Robinson Mill",True,2015-09-11T14:15:00Z
309,920.0,2015,True,Madera,2015-06-25T18:45:00Z,"Road 222 and Tunoi Place, north of Auberry",True,2015-06-18T21:00:00Z
310,860.0,2015,True,Butte,2015-10-04T18:40:00Z,"off Hwy 99 & Meridian Rd, north of Chico",True,2015-10-03T21:15:00Z
311,673.0,2015,True,Lake,2015-09-08T19:28:00Z,"Off of Elk Mountain Road and Mount Dinger Road, north of Upper Lake",True,2015-09-02T14:57:00Z
312,670.0,2015,True,San Benito,2015-10-16T18:00:00Z,"Cienega Rd & Limekiln Rd, south of Hollister",True,2015-10-12T16:00:00Z
313,543.0,2015,True,Riverside,2015-08-15T17:30:00Z,Highway 74 east of Highway 371,False,2015-08-10T11:44:00Z
314,509.0,2015,False,Mono,2015-02-20T19:00:00Z,"Point Ranch, South of Bridgeport",False,2015-02-06T16:52:00Z
315,500.0,2015,False,Madera,2015-06-19T08:15:00Z,"Rd 632, 2 miles from Hwy 41, Community of Calvin Crest",False,2015-06-18T14:31:00Z
316,430.0,2015,True,Tulare,2015-07-26T10:30:00Z,"Globe Dr and Mountain Rd, Springville",True,2015-07-21T12:35:00Z
317,415.0,2015,False,Mariposa,2015-09-11T11:00:00Z,"north rim of Yosemite Valley, east of Yosemite Falls",False,2015-09-07T21:23:00Z
318,415.0,2015,False,Los Angeles,2015-06-26T17:00:00Z,"Southbound Interstate 5, North of Calgrove, Santa Clarita ",False,2015-06-24T13:22:00Z
319,400.0,2015,True,Butte,2015-08-03T17:00:00Z,"Swedes Flat Road, 3 miles north of Bangor",True,2015-07-29T11:25:00Z
320,374.0,2015,False,Los Angeles,2015-08-20T08:10:00Z,"off Lincoln Ave, in the Whittier Narrows Park, City of Montebello",False,2015-08-16T13:30:00Z
321,355.0,2015,True,Amador,2015-07-02T06:36:00Z,"off Ione Rd & Hwy 16, east of Rancho Murietta",True,2015-07-02T01:58:00Z
322,300.0,2015,False,Los Angeles,2015-08-16T20:00:00Z,Lake Hughes Rd at Warm Springs Rehab Center,False,2015-08-16T15:30:00Z
323,300.0,2015,True,Alameda,2015-06-06T07:15:00Z,near Corral Hollow Road and the Alameda-San Joaquin county line.,False,2015-06-05T20:22:00Z
324,282.0,2015,False,Ventura,2015-08-12T08:00:00Z,"Maricopa Highway 33 & Chorro Grande Canyon, north of Ojai ",False,2015-08-02T13:15:00Z
325,275.0,2015,True,Merced,2015-05-11T12:15:00Z,off Hwy 152 near the O’Neill Forebay ,False,2015-05-11T10:26:00Z
326,242.0,2015,True,Alameda,2015-05-28T10:30:00Z,Christensen Rd and Burns Rd in the Altamont Pass area,False,2015-05-28T17:00:00Z
327,227.0,2015,False,Mendocino,2015-08-07T21:00:00Z,throughout Mendocino National Forest,False,2015-07-30T14:00:00Z
328,215.0,2015,True,Santa Clara,2015-09-10T18:50:00Z,"off Hwy 152 at Dinosaur Point, 3 miles west of San Luis Reservoir",False,2015-09-09T15:58:00Z
329,215.0,2015,True,Lake,2015-08-27T15:15:00Z,"off Peterson Lane and Adobe Creek Road, near Kelseyville",True,2015-08-22T17:30:00Z
330,214.0,2015,True,Orange,2015-07-15T18:45:00Z,"Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County)",False,2015-07-13T10:47:00Z
331,212.0,2015,True,Shasta,2015-08-01T19:00:00Z,"China Gulch, Happy Valley, Southwest of Redding",True,2015-07-29T17:55:00Z
332,211.0,2015,False,Santa Barbara,2015-06-29T17:05:00Z,off Burton Mesa Blvd in Lompoc,False,2015-06-29T13:11:00Z
333,204.0,2015,True,Tuolumne,2015-08-04T18:00:00Z,off Hwy120 and Sprague Rd near Groveland ,True,2015-07-29T16:30:00Z
334,200.0,2015,False,Los Angeles,2015-08-04T08:15:00Z,Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines,False,2015-07-17T21:30:00Z
335,200.0,2015,False,Siskiyou,2015-03-02T09:00:00Z,"Approx. 18 miles northeast of McCloud, just south of Horse Peak",False,2015-02-24T12:15:00Z
336,195.0,2015,True,Contra Costa,2015-07-30T16:00:00Z,"Vasco Rd,  3 miles southwest of Byron",False,2015-07-30T11:18:00Z
337,186.0,2015,False,Ventura,2015-08-16T12:00:00Z,Rustic Hills Drive in the Wood Ranch area Simi Valley,False,2015-08-14T15:22:00Z
338,181.0,2015,True,Siskiyou,2015-07-14T08:30:00Z,5 miles North of the community of Montague on Cooley Rd,False,2015-07-13T17:56:00Z
339,171.0,2015,True,San Diego,2015-06-19T17:45:00Z,"Wildcat Canyon Rd and Barona Rd, east of Fernbrook",False,2015-06-17T17:03:00Z
340,170.0,2015,True,Fresno,2015-09-11T19:17:00Z,Squaw Valley Road and Sand Creek Road,False,2015-09-09T14:30:00Z
341,170.0,2015,True,Tehama,2015-07-04T20:15:00Z,"off Black Butte Rd, near Black Butte Lake",False,2015-07-04T16:33:00Z
342,167.0,2015,True,Kern,2015-08-21T18:45:00Z,"southeast of Woody, south of Poso Flat Road & Burke Creek",False,2015-08-20T15:57:00Z
343,167.0,2015,False,San Diego,2015-07-26T06:45:00Z,"On Palomar Mountain, north of the Palomar Observatory",False,2015-07-24T16:18:00Z
344,164.0,2015,False,Ventura,2015-06-25T07:00:00Z," Acacia Way and Corporation Court, Santa Paula  ",False,2015-06-22T07:00:00Z
345,158.0,2015,True,Humboldt,2015-08-01T21:45:00Z,"off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan",True,2015-07-24T23:00:00Z
346,158.0,2015,True,Yuba,2015-06-22T11:45:00Z,"UC Field Station, Scott Forbes Road",True,2015-06-18T13:07:00Z
347,150.0,2015,True,Solano,2015-07-08T20:45:00Z,"Mix Canyon Rd & Sky Ranch Road, northwest of Vacaville",True,2015-07-06T10:47:00Z
348,150.0,2015,True,Riverside,2015-07-04T13:00:00Z,off Merwin St in Moreno Valley ,False,2015-07-01T20:38:00Z
349,146.0,2015,True,Humboldt,2015-08-29T07:00:00Z,"Saddle Mountain Road, 6 miles NE Shelter Cove",True,2015-08-18T18:30:00Z
350,137.0,2015,True,Plumas,2015-04-18T23:50:00Z,East of Taylorsville,False,2015-04-13T05:30:00Z
351,135.0,2015,True,Madera,2015-06-23T18:25:00Z,"Red Tail Road and Road 211, south of O'Neal",False,2015-06-21T12:08:00Z
352,128.0,2015,True,Trinity,2015-08-29T18:45:00Z,"Democrat Gulch, west of Weaverville ",True,2015-08-25T14:08:00Z
353,122.0,2015,True,San Joaquin,2015-06-18T21:15:00Z,"Jack Tone Rd & Collier Rd, east of Herald",False,2015-06-18T14:09:00Z
354,116.0,2015,True,Modoc,2015-07-26T10:10:00Z,"on Splawn Mountain, northeast of Bieber",False,2015-07-23T16:40:00Z
355,114.0,2015,True,Calaveras,2015-08-18T07:15:00Z,Marks Ranch Rd south of Angels Camp,True,2015-08-13T16:15:00Z
356,112.0,2015,True,Tuolumne,2015-08-16T19:20:00Z,"south of Hwy 108 & Tulloch Rd, south of Lake Tulloch",False,2015-08-15T16:11:00Z
357,111.0,2015,False,Lassen,2015-07-03T18:00:00Z,"near Shinn Mountain, 10 miles southeast of Ravendale",False,2015-06-30T18:00:00Z
358,110.0,2015,True,Sacramento,2015-09-03T14:30:00Z,Off Apple Rd in Wilton,True,2015-09-03T12:12:00Z
