,AcresBurned,ArchiveYear,CalFireIncident,Counties,Extinguished,Location,MajorIncident,Started
1409,3380.0,2019,False,Lassen,2019-09-04T16:22:00Z,"Hagata Canyon, east of Eagle Lake",False,2019-08-28T19:48:14Z
1410,3126.0,2019,False,Santa Barbara,2019-12-14T08:22:00Z,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,False,2019-11-25T19:59:12Z
1411,2546.0,2019,True,Monterey,2019-06-26T18:02:00Z,"Lonoak Rd & Airline Hwy, East of King City  ",False,2019-06-26T09:18:22Z
1412,2534.0,2019,True,Tehama,2019-11-14T18:02:00Z,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",True,2019-11-03T14:16:17Z
1413,2512.0,2019,True,Yolo,2019-06-17T10:40:00Z,Guinda,True,2019-06-08T14:50:00Z
1414,2500.0,2019,False,Kern,2019-05-09T09:37:00Z,"off Twisselmen Road, in the Kern National Wildlife Refuge,15 miles west of Delano",False,2019-05-07T15:47:00Z
1415,2438.0,2019,False,Lassen,2019-08-27T09:01:00Z,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",False,2019-08-24T17:25:04Z
1416,2422.0,2019,True,Stanislaus,2019-06-27T19:06:00Z,"Del Puerto Canyon Rd, east of Patterson  ",False,2019-06-26T08:54:24Z
1417,1975.0,2019,False,Inyo,2019-11-21T16:08:00Z,"Golden Trout Wilderness, Inyo National Forest",False,2019-09-06T12:23:00Z
1418,1926.0,2019,True,Riverside,2019-09-14T19:00:00Z,"Tenaja Road and Clinton Keith Road, in La Cresta",True,2019-09-04T16:43:36Z
1420,1764.0,2019,True,San Luis Obispo,2019-06-24T10:25:00Z,"Highway 46 East and McMillan Canyon Road, North of Shandon",False,2019-06-12T12:48:00Z
1421,1507.0,2019,True,Mexico,2019-08-17T14:30:00Z,"City of Tecate, southeast of San Diego ",False,2019-08-16T06:14:55Z
1422,1350.0,2019,False,Sutter,2019-06-17T15:16:00Z,"North Butte Rd & West Butte Rd, northeast of Colusa",False,2019-06-08T14:37:00Z
1423,1301.0,2019,False,State of Oregon,2019-08-18T16:33:00Z,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",False,2019-08-09T23:08:25Z
1424,1165.0,2019,False,State of Nevada,2019-07-16T08:50:00Z,"Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada",False,2019-07-13T18:42:22Z
1425,1127.0,2019,True,San Luis Obispo,2019-06-11T14:49:00Z,"off Highway 58 and Boulder Creek Road, California Valley",False,2019-06-05T10:49:00Z
1426,1020.0,2019,False,Lassen,2019-08-11T11:35:00Z,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",False,2019-08-08T18:42:41Z
1427,974.0,2019,True,San Luis Obispo,2019-07-09T18:22:00Z,Gillis Canyon and South East of Shandon,False,2019-07-08T16:44:08Z
1428,835.0,2019,True,San Luis Obispo,2019-06-03T08:44:00Z,"Belmont & Costa Mesa Rd, In California Valley",False,2019-05-29T17:10:00Z
1429,757.0,2019,True,Contra Costa,2019-08-06T18:42:00Z,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",False,2019-08-03T03:16:00Z
1431,745.0,2019,False,Los Angeles,2019-11-05T17:30:00Z,East Sepulveda Blvd and I-405 near Los Angeles City ,False,2019-10-28T06:46:55Z
1432,703.0,2019,True,Mendocino,2019-11-03T18:52:00Z,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",False,2019-10-27T14:54:40Z
1434,600.0,2019,True,Shasta,2019-08-26T17:00:00Z,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",True,2019-08-22T11:02:09Z
1435,600.0,2019,True,Stanislaus,2019-06-11T17:14:00Z,"Interstate 5 and Pete Miller Road, southwest of Newman",False,2019-06-07T16:55:00Z
1436,526.0,2019,True,Napa,2019-10-07T18:34:00Z,"American Canyon and Highway 80, east of American Canyon",False,2019-10-06T16:36:50Z
1437,525.0,2019,True,Riverside,2019-06-24T11:43:00Z,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",False,2019-06-21T13:02:00Z
1439,496.0,2019,True,Butte,2019-09-13T19:00:00Z,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",True,2019-09-07T15:06:00Z
1440,448.0,2019,False,San Diego,2019-08-03T09:10:00Z,"Off Airway Road and Caliente Ave, in San Ysidro ",False,2019-08-01T14:53:15Z
1443,420.0,2019,False,Santa Barbara,2019-10-21T06:00:00Z,Calle Real & Hwy 101 west of El Capitan ,False,2019-10-17T16:31:00Z
1445,350.0,2019,True,Riverside,2019-10-13T07:30:00Z,"Reche Canyon Rd and Jordan Dr, Moreno Valley",True,2019-10-10T14:18:17Z
1446,328.0,2019,True,Riverside,2019-11-03T16:15:00Z,"5300 block of 46th Street, East Jurupa Valley ",False,2019-10-31T06:22:34Z
1448,300.0,2019,True,Butte,2019-09-28T18:40:00Z,"Off of Hwy 99 and Hwy 149, Southeast of Chico",False,2019-09-28T17:48:10Z
1449,283.0,2019,True,San Joaquin,2019-07-05T07:50:00Z,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",False,2019-07-03T15:34:12Z
1450,280.0,2019,False,Trinity,2019-09-12T10:08:00Z,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",False,2019-09-07T08:49:58Z
1451,280.0,2019,False,Monterey,2019-08-12T08:20:00Z,"In Los Padres National Forest, West of Fort Hunter Liggett ",False,2019-07-30T13:28:17Z
1452,279.0,2019,False,Ventura,2019-09-05T08:14:00Z,3 miles northwest of Reyes Creek,False,2019-09-01T17:37:43Z
1453,263.0,2019,False,Lassen,2019-07-06T07:49:00Z,"Snowstorm Rd, south of Ravendale",False,2019-07-05T16:37:04Z
1454,260.0,2019,False,Lassen,2019-09-11T18:30:00Z,"North of Fredonyer Peak, southwest of Termo",False,2019-09-06T13:20:00Z
1455,257.0,2019,True,Tulare,2019-06-11T14:48:00Z,"Off Rd 256 & Ave 220, east of Strathmore",False,2019-06-02T16:12:00Z
1456,250.0,2019,False,Riverside,2019-09-08T18:00:00Z,"Kangaroo Court and River Ridge Drive, Riverside ",False,2019-09-07T20:31:46Z
1457,244.0,2019,False,Trinity,2019-09-18T12:17:00Z,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",False,2019-09-05T09:25:00Z
1460,227.0,2019,False,Siskiyou,2019-09-26T08:00:00Z,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",False,2019-09-07T08:47:46Z
1461,225.0,2019,True,Mendocino,2019-08-17T18:15:00Z,Off Moose Rd & Bus McGall Rd northwest of Hopland,True,2019-08-12T17:10:00Z
1462,220.0,2019,False,San Luis Obispo,2019-09-27T18:00:00Z,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",True,2019-09-21T14:26:00Z
1463,214.0,2019,True,Riverside,2019-06-30T15:51:00Z,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",False,2019-06-29T12:54:13Z
1464,213.0,2019,True,Madera,2019-07-16T06:49:00Z,"Off Road 33 and Highway 145, Bonadelle",False,2019-07-15T18:19:31Z
1465,210.0,2019,True,Merced,2019-07-02T15:51:00Z,"Off of Merced Fall Road and La Grange Road, East of Snelling",False,2019-06-29T15:09:52Z
1466,210.0,2019,True,Santa Clara,2019-06-11T17:17:00Z,"Malech Rd & Bailey Rd, South San Jose",False,2019-06-09T14:29:00Z
1468,207.0,2019,False,Siskiyou,2019-06-24T16:56:00Z,"off Highway 96 and Lumgrey Road, West of Gottsville",False,2019-06-17T17:50:00Z
1469,202.0,2019,True,Stanislaus,2019-07-16T06:48:00Z,"Off of Milton Road and Highway 4, North of Oakdale ",False,2019-07-15T10:49:00Z
1470,200.0,2019,False,San Bernardino,2019-11-05T09:03:00Z,"off of W 59th and Hill Dr, in San Bernardino National Forest",False,2019-10-31T06:53:47Z
1471,200.0,2019,False,Contra Costa,2019-10-28T16:26:00Z,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",False,2019-10-27T08:50:23Z
1472,200.0,2019,False,Ventura,2019-10-12T18:00:00Z,"Olivas Park Drive, near the Buenaventura Golf Course",False,2019-10-11T15:57:10Z
1474,200.0,2019,False,Santa Barbara,2019-09-14T08:00:00Z,"McMurray Rd and Hwy 101, north of Buellton",False,2019-09-09T17:42:43Z
1475,193.0,2019,False,Lassen,2019-07-16T09:00:00Z,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",False,2019-07-14T14:02:31Z
1477,190.0,2019,True,Monterey,2019-07-10T16:04:00Z,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",False,2019-07-09T21:43:36Z
1479,172.0,2019,True,Kern,2019-05-08T08:48:00Z,Off Highway 166 at Wind Wolves Preserve,False,2019-05-03T15:04:00Z
1480,167.0,2019,False,Riverside,2019-09-22T18:00:00Z,"Bautista Road and Tripp Flats, West of Lake Hemet",False,2019-09-15T20:13:05Z
1481,167.0,2019,True,San Benito,2019-09-03T07:11:00Z,"Panoche Road and New Idria Road, Paicines",False,2019-09-02T15:40:37Z
1482,161.0,2019,True,Kings,2019-06-24T11:45:00Z,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",False,2019-04-28T22:20:00Z
1483,156.0,2019,True,Shasta,2019-08-17T18:43:00Z,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",True,2019-08-15T15:09:55Z
1484,156.0,2019,False,Los Angeles,2019-08-05T12:25:00Z,Off Interstate 5 & Templin Hwy,False,2019-08-03T17:01:15Z
1486,155.0,2019,True,Tulare,2019-06-11T14:48:00Z,"Off Spruce Rd & Myer Dr, east of Exeter",False,2019-06-01T15:49:00Z
1487,150.0,2019,True,Contra Costa,2019-10-28T16:30:00Z,"Commings Skyway and I-80, south of Crockett",False,2019-10-27T11:29:03Z
1489,148.0,2019,True,Placer,2019-06-27T08:26:00Z,"Watt Ave & Dyer Road, northeast of Rio Linda",False,2019-06-26T22:43:07Z
1491,144.0,2019,True,Santa Clara,2019-06-11T14:40:00Z,"Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson",False,2019-05-30T16:19:00Z
1492,140.0,2019,False,Solano,2019-10-28T16:28:00Z,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",False,2019-10-27T11:52:15Z
1493,139.0,2019,True,Alameda,2019-08-21T18:27:00Z,"Patterson Pass and Midway Road, west of Tracy",False,2019-08-21T17:56:05Z
1494,131.0,2019,False,Lassen,2019-08-27T10:44:00Z,"Off Highway 139  and Horselake Road, North of Susanville",False,2019-08-24T16:33:58Z
1495,131.0,2019,True,Ventura,2019-07-15T14:10:00Z,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,False,2019-07-14T11:45:00Z
1498,130.0,2019,True,Riverside,2019-05-24T14:23:00Z,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",False,2019-05-18T22:53:00Z
1499,128.0,2019,True,Santa Clara,2019-09-24T18:00:00Z,"Calaveras Rd and Felter Road, 5 miles northeast of Milpitas",False,2019-09-21T11:49:00Z
1500,128.0,2019,False,Modoc,2019-07-20T09:05:00Z,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",False,2019-07-17T16:13:41Z
1501,121.0,2019,True,Fresno,2019-06-05T15:07:00Z," S. Hills Valley Road, north of Orange Cove",False,2019-05-29T17:18:00Z
1502,120.0,2019,True,San Diego,2019-06-21T14:22:00Z,"one mile west of the DeLuz gate, Camp Pendleton",True,2019-06-20T14:56:00Z
1503,120.0,2019,True,San Luis Obispo,2019-06-11T17:18:00Z,Bitterwater Road East of Paso Robles,False,2019-06-10T11:55:00Z
1504,115.0,2019,False,Kern,2019-05-08T08:47:00Z,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",False,2019-04-30T18:37:00Z
1506,103.0,2019,False,Modoc,2019-08-02T21:39:00Z,"County Road 48 and Highway 395, northeast of Alturas",False,2019-08-02T16:53:18Z
1507,100.0,2019,False,Santa Barbara,2019-08-05T12:27:00Z,north of Lake Cachuma,False,2019-07-28T22:39:05Z
1508,100.0,2019,True,San Diego,2019-07-15T17:10:00Z,Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border,False,2019-07-12T13:20:39Z
1509,98.0,2019,True,Riverside,2019-09-22T17:00:00Z,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",False,2019-09-21T17:22:00Z
1510,97.0,2019,True,San Diego,2019-10-28T19:31:00Z,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",True,2019-10-25T10:52:04Z
1511,96.0,2019,True,Riverside,2019-07-13T15:13:00Z,27000 block of Orange Avenue in Nuevo,False,2019-07-13T10:36:00Z
1513,94.0,2019,True,Riverside,2019-08-06T18:42:00Z,"26000 Block El Toro Road, North of Lake Elsinore",False,2019-08-05T15:36:23Z
1517,90.0,2019,True,Shasta,2019-06-26T06:00:00Z,"Trinity Alps Vista Road and Bland Road, southwest of Ono",False,2019-06-26T15:35:00Z
1518,85.0,2019,True,El Dorado,2019-09-06T07:24:00Z,"Highway 193 and Penobscot Rd, east of Cool",True,2019-09-03T14:57:31Z
1519,84.0,2019,True,Sacramento,2019-08-02T14:03:00Z,"Off Twin Cities Road and Clay Station Road, Northeast of Herald ",False,2019-08-02T09:23:00Z
1520,83.0,2019,True,Tuolumne,2019-09-24T10:21:00Z,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",False,2019-09-23T15:55:57Z
1522,81.0,2019,True,Solano,2019-08-13T18:00:00Z,"Off of Timm Road and Allendale Road, South of Winters ",False,2019-08-13T15:41:24Z
1524,81.0,2019,True,Riverside,2019-07-17T21:29:00Z,Highway 371 near Lake Riverside Drive,False,2019-07-16T13:45:43Z
1525,80.0,2019,True,Butte,2019-10-24T17:15:00Z,Between Durham and Richvale,False,2019-10-24T14:43:10Z
1526,80.0,2019,True,Riverside,2019-08-25T13:00:00Z,near Northbound Intestate 15 and Temescal Canyon,False,2019-08-25T10:58:28Z
1527,80.0,2019,True,San Diego,2019-08-16T18:44:00Z,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",False,2019-08-15T16:24:24Z
1529,80.0,2019,True,Riverside,2019-07-17T10:00:00Z,"Lincoln St and Ave 66, Mecca, 6 miles south of Coachella",False,2019-07-12T17:15:31Z
1530,80.0,2019,True,Yuba,2019-06-25T13:50:00Z,"off Scott Forbes Rd, 5 miles east of Browns Valley",False,2019-06-25T13:51:09Z
1531,80.0,2019,True,Yuba,2019-06-24T18:30:00Z,"off Scott Forbes Rd, 5 miles east of Browns Valley",False,2019-06-24T11:57:00Z
1532,75.0,2019,True,Lake,2019-11-06T18:30:00Z,"Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake",False,2019-11-05T06:52:14Z
1533,74.0,2019,False,Santa Clara,2019-07-02T18:32:00Z,Northbound US 101 at Coyote Creek Golf Drive in San Jose,False,2019-07-02T16:10:02Z
1534,70.0,2019,False,Yuba,2019-06-17T08:34:00Z,"Highway 20 & E 22nd Street, in Marysville",False,2019-06-08T13:07:00Z
1535,68.0,2019,True,Tehama,2019-10-09T12:39:00Z,"Inghram Road, South Corning",False,2019-10-09T08:31:40Z
1538,66.0,2019,True,Monterey,2019-09-02T10:08:00Z,"Jolon Road and New Pleyto Road, Lockwood",False,2019-09-01T16:35:55Z
1539,65.0,2019,False,Placer,2019-05-24T14:28:00Z,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",False,2019-05-10T14:14:00Z
1541,63.0,2019,True,Glenn,2019-10-03T12:03:00Z,Elk Creek,False,2019-10-04T12:03:48Z
1542,63.0,2019,True,Tehama,2019-05-24T14:23:00Z,"Paskenta Rd and Canal View Road, northwest of Corning",False,2019-05-20T10:57:00Z
1543,62.0,2019,True,San Mateo,2019-10-27T12:11:00Z,"Highway 1 and Gazos Creek Rd, south of Pescadero",False,2019-10-24T20:15:36Z
1545,58.0,2019,True,Butte,2019-09-12T18:49:00Z,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",False,2019-09-06T15:18:52Z
1547,55.0,2019,False,Lassen,2019-10-16T13:44:00Z,"Shaffer Mountain, Northeast of Susanville in Lassen County",False,2019-10-13T14:45:37Z
1548,55.0,2019,False,Riverside,2019-06-24T11:46:00Z,Off Avenue 66 in Thermal,False,2019-05-29T21:06:00Z
1549,53.0,2019,True,Lake,2019-09-08T07:00:00Z,"Highway 29 and Cole Creek Road, South of Kelseyville",False,2019-09-07T14:00:00Z
1551,52.0,2019,False,San Diego,2019-09-25T20:00:00Z,"near 14000 block of Willow Rd, Northeast Lakeside ",False,2019-09-25T14:17:25Z
1553,50.0,2019,False,Contra Costa,2019-10-28T16:26:00Z,"Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County",False,2019-10-27T17:36:15Z
1554,50.0,2019,True,Sacramento,2019-08-02T17:00:00Z,off White Rock Road and Prairie City Road ,False,2019-08-02T14:45:00Z
1555,50.0,2019,True,Napa,2019-06-17T08:46:00Z,"Pope Valley Rd, northeast of Calistoga",False,2019-06-08T14:37:00Z
1556,50.0,2019,True,Butte,2019-05-08T08:47:00Z,"Off Munjar Rd, north of Chico",True,2019-05-01T16:46:00Z
1557,47.0,2019,True,Santa Clara,2019-07-15T18:19:00Z,"Off Aborn Road and Murillo Avenue, East San Jose ",False,2019-07-15T11:12:00Z
1558,47.0,2019,True,Tulare,2019-06-11T17:18:00Z,Off Mountain Road 56 East of Ducor ,False,2019-06-10T17:51:00Z
1559,46.0,2019,True,Shasta,2019-08-13T16:15:00Z,Gas Point Rd & Lower Gas Point Rd in Igo,False,2019-08-12T14:16:53Z
1560,46.0,2019,True,Tehama,2019-06-24T11:43:00Z,"off Corning Road and Paskenta Road, West of Corning",False,2019-06-22T03:12:00Z
1561,45.0,2019,True,Riverside,2019-06-03T08:48:00Z,"Near the Intersection of Highway 95 and 2nd Avenue, in Blythe",False,2019-05-30T12:41:00Z
1562,44.0,2019,True,San Joaquin,2019-09-05T19:56:00Z,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",False,2019-09-05T14:33:01Z
1563,43.0,2019,True,Monterey,2019-06-17T08:46:00Z,near San Ardo,False,2019-06-12T17:23:00Z
1564,42.0,2019,False,Los Angeles,2019-10-31T14:16:00Z,"North Palisades Dr., Pacific Palisades",False,2019-10-21T11:52:52Z
1565,42.0,2019,True,Shasta,2019-10-10T19:05:00Z,Millville Plains Road and Sprig Road in Millville,False,2019-10-10T15:49:07Z
1568,35.0,2019,True,El Dorado,2019-08-16T10:35:00Z,"Patterson Drive, south of Placerville",False,2019-08-15T17:47:43Z
1570,35.0,2019,True,Santa Clara,2019-06-17T08:46:00Z,Calaveras Road and Weller Road East of Milpitas,False,2019-06-10T15:16:00Z
1572,34.0,2019,True,Riverside,2019-08-23T23:00:00Z,Highway 371 cross of Yucca Road,False,2019-08-22T19:31:10Z
1573,33.0,2019,False,Yolo,2019-08-10T15:07:00Z,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",False,2019-08-10T18:47:02Z
1574,33.0,2019,True,Tulare,2019-06-04T16:03:00Z,off of Yokohl Drive in Tulare County ,False,2019-06-03T12:18:00Z
1575,30.0,2019,True,San Luis Obispo,2019-10-11T16:21:00Z,Highway 46 and Bitterwater Rd,False,2019-10-11T12:30:19Z
1578,30.0,2019,True,Shasta,2019-07-06T20:03:00Z,Near Yolla Bolla Rd & Roaring Creek in Igo,False,2019-07-05T14:46:33Z
1579,30.0,2019,False,Alameda,2019-06-24T11:06:00Z,off Grant Line Rd and Mountain House Rd,False,2019-06-21T14:42:00Z
1580,30.0,2019,False,Riverside,2019-04-10T10:23:00Z,"Hwy 111 and Tramway Rd, Palm Springs",False,2019-04-09T22:18:00Z
1581,30.0,2019,True,Humboldt,2019-01-15T10:38:00Z,"Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek",False,2019-01-01T14:14:00Z
1582,29.0,2019,True,Santa Clara,2019-10-07T09:58:00Z,Highway 152 and Dinosaur Point Rd ,False,2019-10-07T09:58:51.763Z
1583,29.0,2019,False,Kern,2019-08-06T18:43:00Z,"Caliente Bodfish Rd, east of Bakersfield",False,2019-08-05T13:56:02Z
1584,28.0,2019,True,Lake,2019-09-05T10:03:00Z,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",True,2019-09-04T16:26:00Z
1585,28.0,2019,True,San Diego,2019-06-30T16:50:00Z,"East of the Lower Otay Reservoir, East of Chula Vista",False,2019-06-29T11:11:55Z
1586,27.0,2019,True,Placer,2019-06-11T14:50:00Z,Watt Ave near Baseline Road ,False,2019-06-07T12:59:00Z
1587,26.0,2019,True,Riverside,2019-05-24T14:23:00Z,"Off Foothill Avenue & Orange Avenue, in Nuevo",False,2019-05-20T13:50:00Z
1590,25.0,2019,True,Mexico,2019-08-28T08:54:00Z,Mexico / California International border in the area east of the Otay port of entry.,False,2019-08-25T16:15:15Z
1591,25.0,2019,True,San Diego,2019-08-28T08:54:00Z,Mexico / California International border in the area east of the Otay port of entry.,False,2019-08-25T16:15:15Z
1592,25.0,2019,True,Alameda,2019-07-05T03:20:00Z,"Christensen Road, Near Bethany Reservoir ",False,2019-07-05T09:46:01.973Z
1593,25.0,2019,True,Tulare,2019-06-11T14:48:00Z,Off of Balch Park Rd in Springville,False,2019-06-03T12:18:00Z
1594,24.0,2019,True,Contra Costa,2019-07-05T14:58:00Z, Franklin Canyon Rd. ,False,2019-07-05T13:33:56Z
1595,24.0,2019,False,Solano,2019-06-17T08:49:00Z,Cordelia Road and Link Road ,False,2019-06-07T12:59:00Z
1596,23.0,2019,True,Contra Costa,2019-06-11T14:47:00Z,"Highway 4 and Willow Pass Rd, 2 miles west of Bay Point",False,2019-06-06T14:24:00Z
1597,22.0,2019,True,San Diego,2019-05-19T09:26:00Z,off Tin Can Canyon along the border in Otay Mesa,False,2019-05-13T18:46:00Z
1598,21.0,2019,True,Tuolumne,2019-08-08T17:12:00Z,"10,000 Block Preston Lane, Jamestown",False,2019-08-08T16:16:40Z
1599,20.0,2019,True,Colusa,2019-08-14T18:51:00Z,Off of Spring Valley Road and Highway 20,True,2019-08-14T12:52:00Z
1600,20.0,2019,True,Riverside,2019-08-12T08:21:00Z,David Mountain Radio Road at David Mountain Road in Beaumont,False,2019-08-12T10:53:10Z
1601,20.0,2019,True,Lake,2019-08-11T10:28:00Z,"Soda Bay Road and Golf Drive, northwest of Clearlake",False,2019-08-08T14:55:59Z
1602,20.0,2019,True,Riverside,2019-07-11T08:26:00Z,Off of Girard Street and Quiet Hills Drive ,False,2019-07-11T16:27:17Z
1603,20.0,2019,True,Riverside,2019-06-27T17:36:00Z,Nuevo Road and Menifee Road,False,2019-06-27T16:14:25Z
1604,19.0,2019,True,Riverside,2019-11-01T08:55:00Z,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",False,2019-11-01T13:04:34Z
1605,19.0,2019,True,Riverside,2019-09-30T09:05:00Z,Warren Rd & Old Mine Rd in Hemet,False,2019-09-30T07:07:00Z
1606,19.0,2019,True,Alameda,2019-08-31T12:50:00Z,eastbound 580 and North Flynn Road,False,2019-08-31T12:55:15Z
1607,18.0,2019,True,Stanislaus,2019-10-04T10:39:00Z,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,False,2019-10-03T13:36:04Z
1608,17.0,2019,True,San Benito,2019-09-04T20:33:00Z,"off of Grass Valley Road and Cienega Road, in Hollister",False,2019-09-04T20:33:59Z
1609,17.0,2019,True,Santa Clara,2019-06-27T08:48:00Z,Mines Road and Turner Gulch in the San Antone Valley. ,False,2019-06-26T18:06:54Z
1610,17.0,2019,True,Butte,2019-06-24T11:06:00Z,Humboldt Road and Highway 32,False,2019-06-15T15:29:00Z
1611,17.0,2019,True,Siskiyou,2019-06-17T10:39:00Z,"Rocky Rd and Harry Cash Rd, 9 miles east of Grenada ",False,2019-06-14T16:14:00Z
1612,16.0,2019,True,Shasta,2019-09-24T14:52:00Z,at Whitmore Road and Cow Creek Ranch Road in Millville,False,2019-09-24T08:40:45Z
1613,16.0,2019,True,El Dorado,2019-08-14T18:52:00Z,Off of Greenstone Road and Buck Mountain Road ,False,2019-08-14T16:07:49Z
